,Runs,Initial Sample,Query Sample,Precision on Lattice,Recall on Lattice,F1 on Lattice,Recall@k on Lattice,Precision on Queries,Recall on Queries,F1 on Queries,Recall@k on Queries,k
39,0.0,0.4,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
40,0.0,0.5,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
41,0.0,0.5,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
42,0.0,0.5,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
43,0.0,0.5,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
44,0.0,0.5,0.5,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
45,0.0,0.5,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
46,0.0,0.5,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
47,0.0,0.5,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
48,0.0,0.5,0.9,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
49,0.0,0.5,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
50,0.0,0.6,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
51,0.0,0.6,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
52,0.0,0.6,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
53,0.0,0.6,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,10.0
54,0.0,0.6,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
55,0.0,0.6,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
56,0.0,0.6,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
57,0.0,0.6,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
58,0.0,0.6,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
59,0.0,0.6,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
60,0.0,0.7,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
61,0.0,0.7,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
62,0.0,0.7,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
63,0.0,0.7,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
64,0.0,0.7,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
65,0.0,0.7,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
66,0.0,0.7,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
67,0.0,0.7,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
68,0.0,0.7,0.9,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
69,0.0,0.7,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
70,0.0,0.8,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
71,0.0,0.8,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.4,10.0
72,0.0,0.8,0.3,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.3,10.0
73,0.0,0.8,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
74,0.0,0.8,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
75,0.0,0.8,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
76,0.0,0.8,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
77,0.0,0.8,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
78,0.0,0.8,0.9,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
79,0.0,0.8,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
80,0.0,0.9,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
81,0.0,0.9,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
82,0.0,0.9,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
83,0.0,0.9,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
84,0.0,0.9,0.5,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
85,0.0,0.9,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
86,0.0,0.9,0.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
87,0.0,0.9,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
88,0.0,0.9,0.9,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
89,0.0,0.9,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
90,0.0,1.0,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
91,0.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.4,10.0
92,0.0,1.0,0.3,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.3,10.0
93,0.0,1.0,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
94,0.0,1.0,0.5,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
95,0.0,1.0,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
96,0.0,1.0,0.7,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
97,0.0,1.0,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
98,0.0,1.0,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
99,0.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
100,1.0,0.1,0.1,1.0,0.9888888888888889,0.9944134078212291,0.1,1.0,0.9888888888888889,0.9944134078212291,0.3,10.0
101,1.0,0.1,0.2,1.0,0.9888888888888889,0.9944134078212291,0.1,1.0,0.9888888888888889,0.9944134078212291,0.4,10.0
102,1.0,0.1,0.3,1.0,0.9777777777777777,0.9887640449438202,0.0,1.0,0.9777777777777777,0.9887640449438202,0.2,10.0
103,1.0,0.1,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,10.0
104,1.0,0.1,0.5,1.0,0.9888888888888889,0.9944134078212291,0.0,1.0,0.9888888888888889,0.9944134078212291,0.0,10.0
105,1.0,0.1,0.6,1.0,0.9888888888888889,0.9944134078212291,0.1,1.0,0.9888888888888889,0.9944134078212291,0.0,10.0
106,1.0,0.1,0.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
107,1.0,0.1,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
108,1.0,0.1,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
109,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
110,1.0,0.2,0.1,1.0,0.9888888888888889,0.9944134078212291,0.2,1.0,0.9888888888888889,0.9944134078212291,0.1,10.0
111,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
112,1.0,0.2,0.3,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
113,1.0,0.2,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
114,1.0,0.2,0.5,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.1,10.0
115,1.0,0.2,0.6,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
116,1.0,0.2,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
117,1.0,0.2,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
118,1.0,0.2,0.9,1.0,0.9888888888888889,0.9944134078212291,0.2,1.0,0.9888888888888889,0.9944134078212291,0.1,10.0
119,1.0,0.2,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
120,1.0,0.3,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
121,1.0,0.3,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,10.0
122,1.0,0.3,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2,10.0
123,1.0,0.3,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2,10.0
124,1.0,0.3,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
125,1.0,0.3,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
126,1.0,0.3,0.7,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
127,1.0,0.3,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
128,1.0,0.3,0.9,1.0,0.9888888888888889,0.9944134078212291,0.1,1.0,0.9888888888888889,0.9944134078212291,0.1,10.0
129,1.0,0.3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
130,1.0,0.4,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.3,10.0
131,1.0,0.4,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
132,1.0,0.4,0.3,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
133,1.0,0.4,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
134,1.0,0.4,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
135,1.0,0.4,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
136,1.0,0.4,0.7,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.3,10.0
137,1.0,0.4,0.8,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.3,10.0
138,1.0,0.4,0.9,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.2,10.0
139,1.0,0.4,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
140,1.0,0.5,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
141,1.0,0.5,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
142,1.0,0.5,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
143,1.0,0.5,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
144,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
145,1.0,0.5,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
146,1.0,0.5,0.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
147,1.0,0.5,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
148,1.0,0.5,0.9,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
149,1.0,0.5,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
150,1.0,0.6,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
151,1.0,0.6,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
152,1.0,0.6,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
153,1.0,0.6,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
154,1.0,0.6,0.5,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
155,1.0,0.6,0.6,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
156,1.0,0.6,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
157,1.0,0.6,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
158,1.0,0.6,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
159,1.0,0.6,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
160,1.0,0.7,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
161,1.0,0.7,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
162,1.0,0.7,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
163,1.0,0.7,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
164,1.0,0.7,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
165,1.0,0.7,0.6,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.2,10.0
166,1.0,0.7,0.7,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.2,10.0
167,1.0,0.7,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
168,1.0,0.7,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
169,1.0,0.7,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
170,1.0,0.8,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
171,1.0,0.8,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
172,1.0,0.8,0.3,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
173,1.0,0.8,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
174,1.0,0.8,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
175,1.0,0.8,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
176,1.0,0.8,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
177,1.0,0.8,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
178,1.0,0.8,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
179,1.0,0.8,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
180,1.0,0.9,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
181,1.0,0.9,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
182,1.0,0.9,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
183,1.0,0.9,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
184,1.0,0.9,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
185,1.0,0.9,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
186,1.0,0.9,0.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
187,1.0,0.9,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
188,1.0,0.9,0.9,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
189,1.0,0.9,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
190,1.0,1.0,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
191,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
192,1.0,1.0,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.3,10.0
193,1.0,1.0,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
194,1.0,1.0,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
195,1.0,1.0,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
196,1.0,1.0,0.7,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
197,1.0,1.0,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
198,1.0,1.0,0.9,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
199,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
200,2.0,0.1,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
201,2.0,0.1,0.2,1.0,0.9888888888888889,0.9944134078212291,0.0,1.0,0.9888888888888889,0.9944134078212291,0.0,10.0
202,2.0,0.1,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,10.0
203,2.0,0.1,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
204,2.0,0.1,0.5,1.0,0.9888888888888889,0.9944134078212291,0.1,1.0,0.9888888888888889,0.9944134078212291,0.1,10.0
205,2.0,0.1,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
206,2.0,0.1,0.7,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
207,2.0,0.1,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
208,2.0,0.1,0.9,1.0,0.9888888888888889,0.9944134078212291,0.1,1.0,0.9888888888888889,0.9944134078212291,0.1,10.0
209,2.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
210,2.0,0.2,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
211,2.0,0.2,0.2,1.0,0.9777777777777777,0.9887640449438202,0.1,1.0,0.9777777777777777,0.9887640449438202,0.0,10.0
212,2.0,0.2,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
213,2.0,0.2,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
214,2.0,0.2,0.5,1.0,0.9888888888888889,0.9944134078212291,0.2,1.0,0.9888888888888889,0.9944134078212291,0.2,10.0
215,2.0,0.2,0.6,1.0,0.9888888888888889,0.9944134078212291,0.3,1.0,0.9888888888888889,0.9944134078212291,0.3,10.0
216,2.0,0.2,0.7,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
217,2.0,0.2,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
218,2.0,0.2,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
219,2.0,0.2,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
220,2.0,0.3,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
221,2.0,0.3,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
222,2.0,0.3,0.3,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.2,10.0
223,2.0,0.3,0.4,1.0,0.9888888888888889,0.9944134078212291,0.0,1.0,0.9888888888888889,0.9944134078212291,0.0,10.0
224,2.0,0.3,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
225,2.0,0.3,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,10.0
226,2.0,0.3,0.7,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.3,10.0
227,2.0,0.3,0.8,1.0,0.9888888888888889,0.9944134078212291,0.1,1.0,0.9888888888888889,0.9944134078212291,0.2,10.0
228,2.0,0.3,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
229,2.0,0.3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
230,2.0,0.4,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
231,2.0,0.4,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.4,10.0
232,2.0,0.4,0.3,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
233,2.0,0.4,0.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2,10.0
234,2.0,0.4,0.5,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.3,10.0
235,2.0,0.4,0.6,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,10.0
236,2.0,0.4,0.7,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.2,10.0
237,2.0,0.4,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
238,2.0,0.4,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
239,2.0,0.4,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
240,2.0,0.5,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
241,2.0,0.5,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
242,2.0,0.5,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
243,2.0,0.5,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
244,2.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
245,2.0,0.5,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
246,2.0,0.5,0.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
247,2.0,0.5,0.8,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
248,2.0,0.5,0.9,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
249,2.0,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
250,2.0,0.6,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
251,2.0,0.6,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
252,2.0,0.6,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
253,2.0,0.6,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
254,2.0,0.6,0.5,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.3,10.0
255,2.0,0.6,0.6,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
256,2.0,0.6,0.7,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
257,2.0,0.6,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
258,2.0,0.6,0.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,10.0
259,2.0,0.6,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
260,2.0,0.7,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
261,2.0,0.7,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
262,2.0,0.7,0.3,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,10.0
263,2.0,0.7,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
264,2.0,0.7,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,10.0
265,2.0,0.7,0.6,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
266,2.0,0.7,0.7,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,10.0
